NAZEV,ROD,PAD2,PAD3,PAD4,PAD5,PAD6,PAD7
BlizsĄ zeme,F,BlizsĄ zeme,BlizsĄ zemi,BlizsĄ zemi,BlĄzsĄ zeme,BlizsĄ zemi,BlizsĄ zemĄ
Bravsko,N,Bravska,Bravsku,Bravsko,Bravsko,Bravsku,Bravskem
Buranie,F,Buranie,Buranii,Buranii,Buranie,Buranii,BuraniĄ
CesmĄnie,F,CesmĄnie,CesmĄnii,CesmĄnii,CesmĄnie,CesmĄnii,CesmĄniĄ
CimbŁrie,F,CimbŁrie,CimbŁrii,CimbŁrii,CimbŁrie,CimbŁrii,CimbŁriĄ
Cimerie,F,Cimerie,Cimerii,Cimerii,Cimerie,Cimerii,CimeriĄ
Cimmerie,F,Cimmerie,Cimmerii,Cimmerii,Cimmerie,Cimmerii,CimmeriĄ
Cimura,F,Cimury,Cimure,Cimuru,Cimuro,Cimure,Cimurou
Cimurie,F,Cimurie,Cimurii,Cimurii,Cimurie,Cimurii,CimuriĄ
Cintra,F,Cintry,Cintre,Cintru,Cintro,Cintre,Cintrou
Ciprie,F,Ciprie,Ciprii,Ciprii,Ciprie,Ciprii,CipriĄ
Cynibrie,F,Cynibrie,Cynibrii,Cynibrii,Cynibrie,Cynibrii,CynibriĄ
Cern  zeme,F,Cern zeme,Cern zemi,Cernou zemi,Cern  zeme,Cern zemi,Cernou zemĄ
Ctyri kr lovstvĄ,n,Ctyr kr lovstvĄ,Ctyrem kr lovstvĄm,Ctyri kr lovstvĄ,Ctyri kr lovstvĄ,Ctyrech kr lovstvĄch,Ctyrmi kr lovstvĄmi
Dagorlad,M,Dagorladu,Dagorladu,Dagorlad,Dagorlade,Dagorladu,Dagorladem
D lavy,f,D lav,D lav m,D lavy,D lavy,D lav ch,D lavami
Danrie,F,Danrie,Danrii,Danrii,Danrie,Danrii,DanriĄ
Divocina,F,Divociny,Divocine,Divocinu,Divocino,Divocine,Divocinou
DolnĄ Bukovina,F,DolnĄ Bukoviny,DolnĄ Bukovine,DolnĄ Bukovinu,DolnĄ Bukovino,DolnĄ Bukovine,DolnĄ Bukovinou
Dostie,F,Dostie,Dostii,Dostii,Dostie,Dostii,DostiĄ
Drakonie,F,Drakonie,Drakonii,Drakonii,Drakonie,Drakonii,DrakoniĄ
Drangen,M,Drangenu,Drangenu,Drangen,Drangene,Drangenu,Drangenem
Duadon,M,Duadonu,Duadonu,Duadon,Duadone,Duadonu,Duadonem
DŁlindor,M,DŁlindoru,DŁlindoru,DŁlindor,DŁlindore,DŁlindoru,DŁlindorem
Durenor,M,Durenoru,Durenoru,Durenor,Durenore,Durenoru,Durenorem
Duvalon,M,Duvalonu,Duvalonu,Duvalon,Duvalone,Duvalonu,Duvalonem
Edheldor,M,Edheldoru,Edheldoru,Edheldor,Edheldore,Edheldoru,Edheldorem
Elnie,F,Elnie,Elnii,Elnii,Elnie,Elnii,ElniĄ
Enroth,M,Enrothu,Enrothu,Enroth,Enrothe,Enrothu,Enrothem
Erathia,F,Erathie,Erathie,Erathiu,Erathio,Erathie,Erathiou
Erathie,F,Erathie,Erathii,Erathii,Erathie,Erathii,ErathiĄ
Eredor,M,Eredoru,Eredoru,Eredor,Eredore,Eredoru,Eredorem
Eregion,M,Eregionu,Eregionu,Eregion,Eregione,Eregionu,Eregionem
Erkonsko,N,Erkonska,Erkonsku,Erkonsko,Erkonsko,Erkonsku,Erkonskem
Ernabon,M,Ernabonu,Ernabonu,Ernabon,Ernabone,Ernabonu,Ernabonem
Estolad,M,Estoladu,Estoladu,Estolad,Estolade,Estoladu,Estoladem
Firun,M,Firunu,Firunu,Firun,Firune,Firunu,Firunem
Frizged,M,Frizgedu,Frizgedu,Frizged,Frizgede,Frizgedu,Frizgedem
Gazmir,M,Gazmiru,Gazmiru,Gazmir,Gazmire,Gazmiru,Gazmirem
Godrun,M,Godrunu,Godrunu,Godrun,Godrune,Godrunu,Godrunem
Gondor,M,Gondoru,Gondoru,Gondor,Gondore,Gondoru,Gondorem
Gordor,M,Gordoru,Gordoru,Gordor,Gordore,Gordoru,Gordorem
Gordun,M,Gordunu,Gordunu,Gordun,Gordune,Gordunu,Gordunem
GŁldor,M,GŁldoru,GŁldoru,GŁldor,GŁldore,GŁldoru,GŁldorem
Halsko,N,Halska,Halsku,Halsko,Halsko,Halsku,Halskem
Helgedad,M,Helgedadu,Helgedadu,Helgedad,Helgedade,Helgedadu,Helgedadem
Hisp nie,F,Hisp nie,Hisp nii,Hisp nii,Hisp nie,Hisp nii,Hisp niĄ
HornĄ Bukovina,F,HornĄ Bukoviny,HornĄ Bukovine,HornĄ Bukovinu,HornĄ Bukovino,HornĄ Bukovine,HornĄ Bukovinu
Hurik nie,F,Hurik nie,Hurik nii,Hurik nii,Hurik nie,Hurik nii,Hurik niĄ
Hyrk nie,F,Hyrk nie,Hyrk nii,Hyrk nii,Hyrk nie,Hyrk nii,Hyrk niĄ
Icatie,F,Icatie,Icatii,Icatii,Icatie,Icatii,IcatiĄ
Isganie,F,Isganie,Isganii,Isganii,Isganie,Isganii,IsganiĄ
Isg nie,F,Isg nie,Isg nii,Isg nii,Isg nie,Isg nii,Isg niĄ
Izmir,M,Izmiru,Izmiru,Izmir,Izmire,Izmiru,Izmirem
Kaleva,F,Kalevy,Kaleve,Kalevu,Kalevo,Kaleve,Kalevou
Kalevalla,F,Kalevally,Kalevalle,Kalevallu,Kalevallo,Kalevalle,Kalevallou
Kamyk,M,Kamyku,Kamyku,Kamyk,Kamyku,Kamyku,Kamykem
KastĄlie,F,KastĄlie,KastĄlii,KastĄlii,KastĄlie,KastĄlii,KastĄliĄ
Keledor,M,Keledoru,Keledoru,Keledor,Keledore,Keledoru,Keledorem
Kizmir,M,Kizmiru,Kizmiru,Kizmir,Kizmire,Kizmiru,Kizmirem
Kotie,F,Kotie,Kotii,Kotii,Kotie,Kotii,KotiĄ
Kyt nie,F,Kyt nie,Kyt nii,Kyt nii,Kyt nie,Kyt nii,Kyt niĄ
Ledov  zeme,F,Ledov zeme,Ledov zemi,Ledovou zemi,Ledov  zeme,Ledov zemi,Ledovou zemĄ
Lemurie,F,Lemurie,Lemurii,Lemurii,Lemurie,Lemurii,LemuriĄ
Lorxie,F,Lorxie,Lorxii,Lorxii,Lorxie,Lorxii,LorxiĄ
Lutsko,N,Lutska,Lutsku,Lutsko,Lutsko,Lutsku,Lutskem
Maronie,F,Maronie,Maronii,Maronii,Maronie,Maronii,MaroniĄ
Martilonie,F,Martilonie,Martilonii,Martilonii,Martilonie,Martilonii,MartiloniĄ
MezirĄcĄ,N,MezirĄcĄ,MezirĄcĄ,MezirĄcĄ,MezirĄcĄ,MezirĄcĄ,MezirĄcĄm
Midkmie,F,Midkmie,Midkmii,Midkmii,Midkmie,Midkmii,MidkmiĄ
Mintar,M,Mintaru,Mintaru,Mintar,Mintare,Mintaru,Mintarem
Moranor,M,Moranoru,Moranoru,Moranor,Moranore,Moranoru,Moranorem
Morgoth,M,Morgothu,Morgothu,Morgoth,Morgothe,Morgothu,Morgothem
Morie,F,Morie,Morii,Morii,Morie,Morii,MoriĄ
Moytur,M,Moyturu,Moyturu,Moytur,Moyture,Moyturu,Moyturem
Nahar,M,Naharu,Naharu,Nahar,Nahare,Naharu,Naharem
Narnie,F,Narnie,Narnii,Narnii,Narnie,Narnii,NarniĄ
Nemedie,F,Nemedie,Nemedii,Nemedii,Nemedie,Nemedii,NemediĄ
Niedar,M,Niedaru,Niedaru,Niedar,Niedare,Niedaru,Niedarem
Niveren,M,Niverenu,Niverenu,Niveren,Niverene,Niverenu,Niverenem
Noldor,M,Noldoru,Noldoru,Noldor,Noldore,Noldoru,Noldorem
Nov  RĄse,F,Nov RĄse,Nov RĄsi,Novou RĄsi,Nov  RĄse,Nov RĄsi,Novou RĄsĄ
NŁmenor,M,NŁmenoru,NŁmenoru,NŁmenor,NŁmenore,NŁmenoru,NŁmenorem
Orador,M,Oradoru,Oradoru,Orador,Oradore,Oradoru,Oradorem
Orelo,N,Orela,Orelu,Orelo,Orelo,Orelu,Orelem
Palaor,M,Palaoru,Palaoru,Palaor,Palaore,Palaoru,Palaorem
Palenor,M,Palenoru,Palenoru,Palenor,Palenore,Palenoru,Palenorem
Pangor,M,Pangoru,Pangoru,Pangor,Pangore,Pangoru,Pangorem
Podaga,F,Podagy,Podaze,Podagu,Podago,Podaze,Podagou
PodhorĄ,N,PodhorĄ,PodhorĄ,PodhorĄ,PodhorĄ,PodhorĄ,PodhorĄm
PomezĄ,N,PomezĄ,PomezĄ,PomezĄ,PomezĄ,PomezĄ,PomezĄm
Ragadorn,M,Ragadornu,Ragadornu,Ragadorn,Ragadorne,Ragadornu,Ragadornem
Ralsko,N,Ralska,Ralsku,Ralsko,Ralsko,Ralsku,Ralskem
Rendor,M,Rendoru,Rendoru,Rendor,Rendore,Rendoru,Rendorem
Ringdor,M,Ringdoru,Ringdoru,Ringdor,Ringdore,Ringdoru,Ringdorem
Robenaar,M,Robenaaru,Robenaaru,Robenaar,Robenaare,Robenaaru,Robenaarem
Robenar,M,Robenaru,Robenaru,Robenar,Robenare,Robenaru,Robenarem
Ruanon,M,Ruanonu,Ruanonu,Ruanon,Ruanone,Ruanonu,Ruanonem
RŁanon,M,RŁanonu,RŁanonu,RŁanon,RŁanone,RŁanonu,RŁanonem
Ruanor,M,Ruanoru,Ruanoru,Ruanor,Ruanore,Ruanoru,Ruanorem
RŁanor,M,RŁanoru,RŁanoru,RŁanor,RŁanore,RŁanoru,RŁanorem
Ruel,M,Ruelu,Ruelu,Ruel,Ruele,Ruelu,Ruelem
Sanie,F,Sanie,Sanii,Sanii,Sanie,Sanii,SaniĄ
Sarkonie,F,Sarkonie,Sarkonii,Sarkonii,Sarkonie,Sarkonii,SarkoniĄ
Sark˘nie,F,Sark˘nie,Sark˘nii,Sark˘nii,Sark˘nie,Sark˘nii,Sark˘niĄ
Sarpadie,F,Sarpadie,Sarpadii,Sarpadii,Sarpadie,Sarpadii,SarpadiĄ
Sedmihradsko,N,Sedmihradska,Sedmihradsku,Sedmihradsko,Sedmihradsko,Sedmihradsku,Sedmihradskem
Sendarie,F,Sendarie,Sendarii,Sendarii,Sendarie,Sendarii,SendariĄ
Siamet,M,Siametu,Siametu,Siamet,Siamete,Siametu,Siametem
Sikel,M,Sikelu,Sikelu,Sikel,Sikele,Sikelu,Sikelem
Skalsko,N,Skalska,Skalsku,Skalsko,Skalsko,Skalsku,Skalskem
Soden,M,Sodenu,Sodenu,Soden,Sodene,Sodenu,Sodenem
Solarie,F,Solarie,Solarii,Solarii,Solarie,Solarii,SolariĄ
Soren,M,Sorenu,Sorenu,Soren,Sorene,Sorenu,Sorenem
St msko,N,St mska,St msku,St msko,St msko,St msku,St mskem
Storabsko,N,Storabska,Storabsku,Storabsko,Storabsko,Storabsku,Storabskem
Strycie,F,Strycie,Strycii,Strycii,Strycie,Strycii,StryciĄ
Stredozem,M,Stredozeme,Stredozemi,Stredozemi,Stredozeme,Stredozemi,StredozemĄ
Strezen  rĄse,F,Strezen rĄse,Strezen rĄsi,Strezenou rĄsi,Strezen  rĄse,Strezen rĄsi,Strezenou rĄsĄ
Stygie,F,Stygie,Stygii,Stygii,Stygie,Stygii,StygiĄ
Sed  rĄse,F,Sed rĄse,Sed rĄsi,Sedou rĄsi,Sed  rĄse,Sed rĄsi,Sedou rĄsĄ
Talestrie,F,Talestrie,Talestrii,Talestrii,Talestrie,Talestrii,TalestriĄ
Talon,M,Talonu,Talonu,Talon,Talone,Talonu,Talonem
Tamurie,F,Tamurie,Tamurii,Tamurii,Tamurie,Tamurii,TamuriĄ
Tarador,M,Taradoru,Taradoru,Tarador,Taradore,Taradoru,Taradorem
Tarandor,M,Tarandoru,Tarandoru,Tarandor,Tarandore,Tarandoru,Tarandorem
Tatalie,F,Tatalie,Tatalii,Tatalii,Tatalie,Tatalii,TataliĄ
Telenorn,M,Telenornu,Telenornu,Telenorn,Telenorne,Telenornu,Telenornem
Temerie,F,Temerie,Temerii,Temerii,Temerie,Temerii,TemeriĄ
Tenelorn,M,Tenelornu,Tenelornu,Tenelorn,Tenelorne,Tenelornu,Tenelornem
Thalesie,F,Thalesie,Thalesii,Thalesii,Thalesie,Thalesii,ThalesiĄ
Thumper,M,Thumperu,Thumperu,Thumper,Thumpere,Thumperu,Thumperem
Toconitl n,M,Toconitl nu,Toconitl nu,Toconitl n,Toconitl ne,Toconitl nu,Toconitl nem
Torensko,N,Torenska,Torensku,Torensko,Torensko,Torensku,Torenskem
Turk nie,F,Turk nie,Turk nii,Turk nii,Turk nie,Turk nii,Turk niĄ
Tyr,F,Tyr,Tyr,Tyr,Tyr,Tyr,Tyr
Ukrug,M,Ukrugu,Ukrugu,Ukrug,Ukrugu,Ukrugu,Ukrugem
Uranie,F,Uranie,Uranii,Uranii,Uranie,Uranii,UraniĄ
Urgura,F,Urgury,Urgure,Urguru,Urguro,Urgure,Urgurou
Uruat,M,Uruatu,Uruatu,Uruat,Uruate,Uruatu,Uruatem
Utar,M,Utaru,Utaru,Utar,Utare,Utaru,Utarem
Utled,M,Utledu,Utledu,Utled,Utlede,Utledu,Utledem
Valinor,M,Valinoru,Valinoru,Valinor,Valinore,Valinoru,Valinorem
Vanalund,M,Vanalundu,Vanalundu,Vanalund,Vanalunde,Vanalundu,Vanalundem
Vasagon,M,Vasagonu,Vasagonu,Vasagon,Vasagone,Vasagonu,Vasagonem
Vasagonie,F,Vasagonie,Vasagonii,Vasagonii,Vasagonie,Vasagonii,VasagoniĄ
Vasagor,M,Vasagoru,Vasagoru,Vasagor,Vasagore,Vasagoru,Vasagorem
Vasgar,M,Vasgaru,Vasgaru,Vasgar,Vasgare,Vasgaru,Vasgarem
Velendor,M,Velendoru,Velendoru,Velendor,Velendore,Velendoru,Velendorem
Ventrie,F,Ventrie,Ventrii,Ventrii,Ventrie,Ventrii,VentriĄ
Vindomar,M,Vindomaru,Vindomaru,Vindomar,Vindomare,Vindomaru,Vindomarem
VnejsĄ zeme,F,VnejsĄ zeme,VnejsĄ zemi,VnejsĄ zemi,VnejsĄ zeme,VnejsĄ zemi,VnejsĄ zemĄ
VnitrnĄ zeme,F,VnitrnĄ zeme,VnitrnĄ zemi,VnitrnĄ zemi,VnitrnĄ zeme,VnitrnĄ zemi,VnitrnĄ zemĄ
Vysocina,F,Vysociny,Vysocine,Vysocinu,Vysocino,Vysocine,Vysocinou
Wasgar,M,Wasgaru,Wasgaru,Wasgar,Wasgare,Wasgaru,Wasgarem
Z dolĄ,N,Z dolĄ,Z dolĄ,Z dolĄ,Z dolĄ,Z dolĄ,Z dolĄm
Z horĄ,N,Z horĄ,Z horĄ,Z horĄ,Z horĄ,Z horĄ,Z horĄm
Zeme mlh,F,Zeme mlh,Zemi mlh,Zemi mlh,Zeme mlh,Zemi mlh,ZemĄ mlh
Zeme mrtvych,F,Zeme mrtvych,Zemi mrtvych,Zemi mrtvych,Zeme mrtvych,Zemi mrtvych,ZemĄ mrtvych
"Zeme mrtvych, kterĄ zijĄ",F,"Zeme mrtvych, kterĄ zijĄ","Zemi mrtvych, kterĄ zijĄ","Zemi mrtvych, kterĄ zijĄ","Zeme mrtvych, kterĄ zijĄ","Zemi mrtvych, kterĄ zijĄ","ZemĄ mrtvych, kterĄ zijĄ"
Zeme n rku,F,Zeme n rku,Zemi n rku,Zemi n rku,Zeme n rku,Zemi n rku,ZemĄ n rku
Zeme neumĄrajĄcĄch,F,Zeme neumĄrajĄcĄch,Zemi neumĄrajĄcĄchŁ,Zemi neumĄrajĄcĄch,Zeme neumĄrajĄcĄch,Zemi neumĄrajĄcĄch,ZemĄ neumĄrajĄcĄch
Zeme prĄzraku,F,Zeme prĄzraku,Zemi prĄzraku,Zemi prĄzraku,Zeme prĄzraku,Zemi prĄzraku,ZemĄ prĄzraku
Zeme ptakopysku,F,Zeme ptakopysku,Zemi ptakopysku,Zemi ptakopysku,Zeme ptakopysku,Zemi ptakopysku,ZemĄ ptakopysku
Zeme stĄnu,F,Zeme stĄnu,Zemi stĄnu,Zemi stĄnu,Zeme stĄnu,Zemi stĄnu,ZemĄ stĄnu
Zeme stĄnu,F,Zeme stĄnu,Zemi stĄnu,Zemi stĄnu,Zeme stĄnu,Zemi stĄnu,ZemĄ stĄnu
Zeme umĄrajĄcĄch,F,Zeme umĄrajĄcĄch,Zemi umĄrajĄcĄch,Zemi umĄrajĄcĄch,Zeme umĄrajĄcĄch,Zemi umĄrajĄcĄch,ZemĄ umĄrajĄcĄch
Zeme vecnho ledu,F,Zeme vecnho ledu,Zemi vecnho ledu,Zemi vecnho ledu,Zeme vecnho ledu,Zemi vecnho ledu,ZemĄ vecnho ledu
Zeme vecnho snehu,F,Zeme vecnho snehu,Zemi vecnho snehu,Zemi vecnho snehu,Zeme vecnho snehu,Zemi vecnho snehu,ZemĄ vecnho snehu
Zerik nie,F,Zerik nie,Zerik nii,Zerik nii,Zerik nie,Zerik nii,Zerik niĄ
Zingara,F,Zingary,Zingare,Zingaru,Zingaro,Zingare,Zingarou
