NAZEV,ROD,PAD2,PAD3,PAD4,PAD5,PAD6,PAD7
Auberk,M,Auberku,Auberku,Auberk,Auberku,Auberku,Auberk
Avalon,M,Avalonu,Avalonu,Avalon,Avalone,Avalonu,Avalonem
Aysen,M,Aysenu,Aysenu,Aysen,Aysene,Aysenu,Aysenem
Babice,f,Babic,BabicĄm,Babice,Babice,BabicĄch,Babicemi
Babylon,M,Babylonu,Babylonu,Babylon,Babylone,Babylonu,Babylonem
Babyl˘n,M,Babyl˘nu,Babyl˘nu,Babyl˘n,Babyl˘ne,Babyl˘nu,Babyl˘nem
B cov,M,B cova,B covu,B cov,B cove,B covu,B covem
B covice,f,B covic,B covicĄm,B covice,B covice,B covicĄch,B covicemi
Bacalky,f,Bacalek,Bacalk m,Bacalky,Bacalky,Bacalk ch,Bacalkami
BacetĄn,M,BacetĄna,BacetĄnu,BacetĄn,BacetĄne,BacetĄnu,BacetĄnem
Bacice,f,Bacic,BacicĄm,Bacice,Bacice,BacicĄch,Bacicemi
Backov,M,Backova,Backovu,Backov,Backove,Backovu,Backovem
Backovice,f,Backovic,BackovicĄm,Backovice,Backovice,BackovicĄch,Backovicemi
Bacov,M,Bacova,Bacovu,Bacov,Bacove,Bacovu,Bacovem
Bacovice,f,Bacovic,BacovicĄm,Bacovice,Bacovice,BacovicĄch,Bacovicemi
Baikong,M,Baikongu,Baikongu,Baikong,Baikongu,Baikongu,Baikongem
Bakov,M,Bakova,Bakovu,Bakov,Bakove,Bakovu,Bakovem
Bakovice,f,Bakovic,BakovicĄm,Bakovice,Bakovice,BakovicĄch,Bakovicemi
Balagen,M,Balagenu,Balagenu,Balagen,Balagene,Balagenu,Balagenem
Balagern,M,Balagernu,Balagernu,Balagern,Balagerne,Balagernu,Balagernem
Balangen,M,Balangenu,Balangenu,Balangen,Balangene,Balangenu,Balangenem
Balangern,M,Balangernu,Balangernu,Balangern,Balangerne,Balangernu,Balangernem
Baliny,f,Balin,Balin m,Baliny,Baliny,Balin ch,Balinami
Balkazar,M,Balkazaru,Balkazaru,Balkazar,Balkazare,Balkazaru,Balkazarem
Ballagen,M,Ballagenu,Ballagenu,Ballagen,Ballagene,Ballagenu,Ballagenem
Ballagern,M,Ballagernu,Ballagernu,Ballagern,Ballagerne,Ballagernu,Ballagernem
Ballangen,M,Ballangenu,Ballangenu,Ballangen,Ballangene,Ballangenu,Ballangenem
Ballangern,M,Ballangernu,Ballangernu,Ballangern,Ballangerne,Ballangernu,Ballangernem
Balov,M,Balova,Balovu,Balov,Balove,Balovu,Balovem
B lov,M,B lova,B lovu,B lov,B love,B lovu,B lovem
Balovice,f,Balovic,BalovicĄm,Balovice,Balovice,BalovicĄch,Balovicemi
B lovice,f,B lovic,B lovicĄm,B lovice,B lovice,B lovicĄch,B lovicemi
Bambulkov,M,Bambulkova,Bambulkovu,Bambulkov,Bambulkove,Bambulkovu,Bambulkovem
Bambulkovice,f,Bambulkovic,BambulkovicĄm,Bambulkovice,Bambulkovice,BambulkovicĄch,Bambulkovicemi
Bambulov,M,Bambulova,Bambulovu,Bambulov,Bambulove,Bambulovu,Bambulovem
Bambulovice,f,Bambulovic,BambulovicĄm,Bambulovice,Bambulovice,BambulovicĄch,Bambulovicemi
Banglor,M,Bangloru,Bangloru,Banglor,Banglore,Bangloru,Banglorem
BanĄn,M,BanĄna,BanĄnu,BanĄn,BanĄne,BanĄnu,BanĄnem
Banov,M,Banova,Banovu,Banov,Banove,Banovu,Banovem
B nov,M,B nova,B novu,B nov,B nove,B novu,B novem
B nov,M,B nova,B novu,B nov,B nove,B novu,B novem
Banovice,f,Banovic,BanovicĄm,Banovice,Banovice,BanovicĄch,Banovicemi
B novice,f,B novic,B novicĄm,B novice,B novice,B novicĄch,B novicemi
B novice,f,B novic,B novicĄm,B novice,B novice,B novicĄch,B novicemi
Bantice,f,Bantic,BanticĄm,Bantice,Bantice,BanticĄch,Banticemi
Barad,M,Baradu,Baradu,Barad,Barade,Baradu,Baradem
Baraka,F,Baraky,Barace,Baraku,Barako,Barace,Barakou
Barchov,M,Barchova,Barchovu,Barchov,Barchove,Barchovu,Barchovem
Barchovice,f,Barchovic,BarchovicĄm,Barchovice,Barchovice,BarchovicĄch,Barchovicemi
Bartosov,M,Bartosova,Bartosovu,Bartosov,Bartosove,Bartosovu,Bartosovem
Bartosovice,f,Bartosovic,BartosovicĄm,Bartosovice,Bartosovice,BartosovicĄch,Bartosovicemi
Bartousov,M,Bartousova,Bartousovu,Bartousov,Bartousove,Bartousovu,Bartousovem
Bartousovice,f,Bartousovic,BartousovicĄm,Bartousovice,Bartousovice,BartousovicĄch,Bartousovicemi
Barice,f,Baric,BaricĄm,Barice,Barice,BaricĄch,Baricemi
Baska,F,Basky,Basce,Basku,Basko,Basce,Baskou
Basnice,f,Basnic,BasnicĄm,Basnice,Basnice,BasnicĄch,Basnicemi
Bast,F,Baste,Basti,Bast,Basti,Basti,BastĄ
Batelov,M,Batelova,Batelovu,Batelov,Batelove,Batelovu,Batelovem
Batelovice,f,Batelovic,BatelovicĄm,Batelovice,Batelovice,BatelovicĄch,Batelovicemi
Bathor,M,Bathoru,Bathoru,Bathor,Bathore,Bathoru,Bathorem
Batnov,M,Batnova,Batnovu,Batnov,Batnove,Batnovu,Batnovem
Batnovice,f,Batnovic,BatnovicĄm,Batnovice,Batnovice,BatnovicĄch,Batnovicemi
Bavorany,f,Bavoranu,Bavoranum,Bavorany,Bavorany,Bavoranech,Bavoranami
Bavorov,M,Bavorova,Bavorovu,Bavorov,Bavorove,Bavorovu,Bavorovem
Bavorovice,f,Bavorovic,BavorovicĄm,Bavorovice,Bavorovice,BavorovicĄch,Bavorovicemi
Bavory,f,Bavoru,Bavorum,Bavory,Bavory,Bavorech,Bavory
Bavoryne,F,Bavoryne,Bavoryni,Bavoryni,Bavoryne,Bavoryni,BavorynĄ
Bdeneves,F,Bdenevsi,Bdenevsi,Bdeneves,Bdenevsi,Bdenevsi,BdenevsĄ
BdĄn,M,BdĄna,BdĄnu,BdĄn,BdĄne,BdĄnu,BdĄnem
Bechary,f,Becharu,Becharum,Bechary,Bechary,Becharech,Bechary
BechlĄn,M,BechlĄna,BechlĄnu,BechlĄn,BechlĄne,BechlĄnu,BechlĄnem
Bechyne,F,Bechyne,Bechyni,Bechyni,Bechyne,Bechyni,BechynĄ
Becice,f,Becic,BecicĄm,Becice,Becice,BecicĄch,Becicemi
Beckov,M,Beckova,Beckovu,Beckov,Beckove,Beckovu,Beckovem
Beckovice,f,Beckovic,BeckovicĄm,Beckovice,Beckovice,BeckovicĄch,Beckovicemi
Becov,M,Becova,Becovu,Becov,Becove,Becovu,Becovem
Becovice,f,Becovic,BecovicĄm,Becovice,Becovice,BecovicĄch,Becovicemi
Becva,F,Becvy,Becve,Becvu,Becvo,Becve,Becvou
Becv ry,f,Becv ru,Becv rum,Becv ry,Becv ry,Becv rech,Becv ry
Bedcov,M,Bedcova,Bedcovu,Bedcov,Bedcove,Bedcovu,Bedcovem
Bedcovice,f,Bedcovic,BedcovicĄm,Bedcovice,Bedcovice,BedcovicĄch,Bedcovicemi
Bedihost,F,Bedihoste,Bedihosti,Bedihost,Bedihosti,Bedihosti,BedihostĄ
Bedlov,M,Bedlova,Bedlovu,Bedlov,Bedlove,Bedlovu,Bedlovem
Bedlov ,F,Bedlov,Bedlov,Bedlovou,Bedlov ,Bedlov,Bedlovou
Bedlovice,f,Bedlovic,BedlovicĄm,Bedlovice,Bedlovice,BedlovicĄch,Bedlovicemi
Bedn rec,M,Bedn rce,Bedn rci,Bedn rec,Bedn rci,Bedn rci,Bedn rcem
Bedn recek,M,Bedn recku,Bedn recku,Bedn recek,Bedn recku,Bedn recku,Bedn recem
Bedrichov,M,Bedrichova,Bedrichovu,Bedrichov,Bedrichove,Bedrichovu,Bedrichovem
Bedrichovice,f,BedrichovicŁ,BedrichovicĄm,Bedrichovice,Bedrichovice,BedrichovicĄch,Bedrichovicemi
Beharov,M,Beharova,Beharovu,Beharov,Beharove,Beharovu,Beharovem
Beharovice,f,Beharovic,BeharovicĄm,Beharovice,Beharovice,BeharovicĄch,Beharovicemi
Behnov,M,Behnova,Behnovu,Behnov,Behnove,Behnovu,Behnovem
Behnovice,f,Behnovic,BehnovicĄm,Behnovice,Behnovice,BehnovicĄch,Behnovicemi
Behounov,M,Behounova,Behounovu,Behounov,Behounove,Behounovu,Behounovem
Behounovice,f,Behounovic,BehounovicĄm,Behounovice,Behounovice,BehounovicĄch,Behounovicemi
Behov,M,Behova,Behovu,Behov,Behove,Behovu,Behovem
Behovice,f,Behovic,BehovicĄm,Behovice,Behovice,BehovicĄch,Behovicemi
Bekov,M,Bekova,Bekovu,Bekov,Bekove,Bekovu,Bekovem
Bekovice,f,Bekovic,BekovicĄm,Bekovice,Bekovice,BekovicĄch,Bekovicemi
Bel ,F,Bel,Bel,Belou,Bel ,Bel,Belou
Belcice,f,Belcic,BelcicĄm,Belcice,Belcice,BelcicĄch,Belcicemi
Belecko,N,Belecka,Belecku,Belecko,Belecko,Belecku,Beleckem
Belec,F,Belce,Belci,Belec,Belci,Belci,BelcĄ
Belegost,M,Belegostu,Belegostu,Belegost,Belegoste,Belegostu,Belegostem
Belehost,f,Belehoste,Belehosti,Belehost,Belehosti,Belehosti,BelehostĄ
Belkov,M,Belkova,Belkovu,Belkov,Belkove,Belkovu,Belkovem
Belkovice,f,Belkovic,BelkovicĄm,Belkovice,Belkovice,BelkovicĄch,Belkovicemi
Beloky,m,Beloku,Belokum,Beloky,Beloky,Belok ch,Beloky
BelotĄn,M,BelotĄna,BelotĄnu,BelotĄn,BelotĄne,BelotĄnu,BelotĄnem
Belov,M,Belova,Belovu,Belov,Belove,Belovu,Belovem
Belovice,f,Belovic,BelovicĄm,Belovice,Belovice,BelovicĄch,Belovicemi
Belumo,N,Beluma,Belumu,Belumo,Belumo,Belumu,Belumem
Belusice,f,Belusic,BelusicĄm,Belusice,Belusice,BelusicĄch,Belusicemi
Ben tky,f,Ben tek,Ben tk m,Ben tky,Ben tky,Ben tk ch,Ben tkami
Benecko,N,Benecka,Benecku,Benecko,Benecko,Benecku,Beneckem
Benedor,M,Benedoru,Benedoru,Benedor,Benedore,Benedoru,Benedorem
Benesov,M,Benesova,Benesovu,Benesov,Benesove,Benesovu,Benesovem
Benesovice,f,Benesovic,BenesovicĄm,Benesovice,Benesovice,BenesovicĄch,Benesovicemi
Benetice,f,Benetic,BeneticĄm,Benetice,Benetice,BeneticĄch,Beneticemi
Benov,M,Benova,Benovu,Benov,Benove,Benovu,Benovem
Benov,M,Benova,Benovu,Benov,Benove,Benovu,Benovem
Benovice,f,Benovic,BenovicĄm,Benovice,Benovice,BenovicĄch,Benovicemi
Benovice,f,Benovic,BenovicĄm,Benovice,Benovice,BenovicĄch,Benovicemi
Ber nkov,M,Ber nkova,Ber nkovu,Ber nkov,Ber nkove,Ber nkovu,Ber nkovem
Ber nkovice,f,Ber nkovic,Ber nkovicĄm,Ber nkovice,Ber nkovice,Ber nkovicĄch,Ber nkovicemi
Beranov,M,Beranova,Beranovu,Beranov,Beranove,Beranovu,Beranovem
Beranovice,f,Beranovic,BeranovicĄm,Beranovice,Beranovice,BeranovicĄch,Beranovicemi
Beregost,M,Beregostu,Beregostu,Beregost,Beregoste,Beregostu,Beregostem
Berlickov,M,Berlickova,Berlickovu,Berlickov,Berlickove,Berlickovu,Berlickovem
Berlickovice,f,Berlickovic,BerlickovicĄm,Berlickovice,Berlickovice,BerlickovicĄch,Berlickovicemi
Berlov,M,Berlova,Berlovu,Berlov,Berlove,Berlovu,Berlovem
Berlovice,f,Berlovic,BerlovicĄm,Berlovice,Berlovice,BerlovicĄch,Berlovicemi
Bernardov,M,Bernardova,Bernardovu,Bernardov,Bernardove,Bernardovu,Bernardovem
Bernardovice,f,Bernardovic,BernardovicĄm,Bernardovice,Bernardovice,BernardovicĄch,Bernardovicemi
Bernartice,f,Bernartic,BernarticĄm,Bernartice,Bernartice,BernarticĄch,Bernarticemi
Beroun,M,Berouna,Berounu,Beroun,Beroune,Berounu,Berounem
Berunice,f,Berunic,BerunicĄm,Berunice,Berunice,BerunicĄch,Berunicemi
Berkov,M,Berkova,Berkovu,Berkov,Berkove,Berkovu,Berkovem
Berkovice,f,Berkovic,BerkovicĄm,Berkovice,Berkovice,BerkovicĄch,Berkovicemi
Berov,M,Berova,Berovu,Berov,Berove,Berovu,Berovem
Berov,M,Berova,Berovu,Berov,Berove,Berovu,Berovem
Berovice,f,Berovic,BerovicĄm,Berovice,Berovice,BerovicĄch,Berovicemi
Berovice,f,Berovic,BerovicĄm,Berovice,Berovice,BerovicĄch,Berovicemi
Besednice,f,Besednic,BesednicĄm,Besednice,Besednice,BesednicĄch,Besednicemi
Bestov,M,Bestova,Bestovu,Bestov,Bestove,Bestovu,Bestovem
Bestovice,f,Bestovic,BestovicĄm,Bestovice,Bestovice,BestovicĄch,Bestovicemi
Bestvina,F,Bestviny,Bestvine,Bestvinu,Bestvino,Bestvine,Bestvinou
Besiny,f,Besin,Besinum,Besiny,Besiny,Besinech,Besinami
BestĄn,M,BestĄna,BestĄnu,BestĄn,BestĄne,BestĄnu,BestĄnem
BezdecĄ,N,BezdecĄ,BezdecĄ,BezdecĄ,BezdecĄ,BezdecĄ,BezdecĄm
BezdecĄ,N,BezdecĄ,BezdecĄ,BezdecĄ,BezdecĄ,BezdecĄ,BezdecĄm
Bezdedov,M,Bezdedova,Bezdedovu,Bezdedov,Bezdedove,Bezdedovu,Bezdedovem
Bezdedovice,f,Bezdedovic,BezdedovicĄm,Bezdedovice,Bezdedovice,BezdedovicĄch,Bezdedovicemi
Bezdekov,M,Bezdekova,Bezdekovu,Bezdekov,Bezdekove,Bezdekovu,Bezdekovem
Bezdekovice,f,Bezdekovic,BezdekovicĄm,Bezdekovice,Bezdekovice,BezdekovicĄch,Bezdekovicemi
Bezdez,M,Bezdezu,Bezdezu,Bezdez,Bezdeze,Bezdezu,Bezdezem
Bezdezov,M,Bezdezova,Bezdezovu,Bezdezov,Bezdezove,Bezdezovu,Bezdezovem
Bezdezovice,f,Bezdezovic,BezdezovicĄm,Bezdezovice,Bezdezovice,BezdezovicĄch,Bezdezovicemi
Bezdruzice,f,Bezdruzic,BezdruzicĄm,Bezdruzice,Bezdruzice,BezdruzicĄch,Bezdruzicemi
Bezinkov,M,Bezinkova,Bezinkovu,Bezinkov,Bezinkove,Bezinkovu,Bezinkovem
Bezinkovice,f,Bezinkovic,BezinkovicĄm,Bezinkovice,Bezinkovice,BezinkovicĄch,Bezinkovicemi
Bezkov,M,Bezkova,Bezkovu,Bezkov,Bezkove,Bezkovu,Bezkovem
Bezkovice,f,Bezkovic,BezkovicĄm,Bezkovice,Bezkovice,BezkovicĄch,Bezkovicemi
Bezmerov,M,Bezmerova,Bezmerovu,Bezmerov,Bezmerove,Bezmerovu,Bezmerovem
Bezmerovice,f,Bezmerovic,BezmerovicĄm,Bezmerovice,Bezmerovice,BezmerovicĄch,Bezmerovicemi
Bezno,N,Bezna,Beznu,Bezno,Bezno,Beznu,Beznem
Bezov,M,Bezova,Bezovu,Bezov,Bezove,Bezovu,Bezovem
Bezovice,f,Bezovic,BezovicĄm,Bezovice,Bezovice,BezovicĄch,Bezovicemi
Bezuchov,M,Bezuchova,Bezuchovu,Bezuchov,Bezuchove,Bezuchovu,Bezuchovem
Bezuchovice,f,Bezuchovic,BezuchovicĄm,Bezuchovice,Bezuchovice,BezuchovicĄch,Bezuchovicemi
Bezverov,M,Bezverova,Bezverovu,Bezverov,Bezverove,Bezverovu,Bezverovem
Bezverovice,f,Bezverovic,BezverovicĄm,Bezverovice,Bezverovice,BezverovicĄch,Bezverovicemi
BĄc,F,BĄce,BĄci,BĄc,BĄci,BĄci,BĄcĄ
Bidlov,M,Bidlova,Bidlovu,Bidlov,Bidlove,Bidlovu,Bidlovem
Bidlovice,f,Bidlovic,BidlovicĄm,Bidlovice,Bidlovice,BidlovicĄch,Bidlovicemi
BĄl ,F,BĄl,BĄl,BĄlou,BĄl ,BĄl,BĄlou
BĄl  HlĄna,F,BĄl HlĄny,BĄl HlĄne,BĄlou HlĄnu,BĄl  HlĄno,BĄl HlĄne,BĄlou HlĄnou
BĄl  Lhota,F,BĄl Lhoty,BĄl Lhote,BĄlou Lhotu,BĄl  Lhoto,BĄl Lhote,BĄlou Lhotou
BĄl  Tremesn ,F,BĄl Tremesn,BĄl Tremesn,BĄlou Tremesnou,BĄl  Tremesn ,BĄl Tremesn,BĄlou Tremesnou
BĄl  Voda,F,BĄl Vody,BĄl Vode,BĄlou Vodu,BĄl  Vodo,BĄl Vode,BĄlou Vodou
BĄlcice,f,BĄlcic,BĄlcicĄm,BĄlcice,BĄlcice,BĄlcicĄch,BĄlcicemi
BĄl Policany,f,BĄlych Polican,BĄlym Policanum,BĄl Policany,BĄl Policany,BĄlych Policanech,BĄlymi Policanami
BĄlence,m,BĄlencu,BĄlencum,BĄlence,BĄlence,BĄlencĄch,BĄlenci
BilĄchov,M,BilĄchova,BilĄchovu,BilĄchov,BilĄchove,BilĄchovu,BilĄchovem
BĄlichov,M,BĄlichova,BĄlichovu,BĄlichov,BĄlichove,BĄlichovu,BĄlichovem
BilĄchovice,f,BilĄchovic,BilĄchovicĄm,BilĄchovice,BilĄchovice,BilĄchovicĄch,BilĄchovicemi
BĄlichovice,f,BĄlichovic,BĄlichovicĄm,BĄlichovice,BĄlichovice,BĄlichovicĄch,BĄlichovicemi
BĄlina,F,BĄliny,BĄline,BĄlinu,BĄlino,BĄline,BĄlinou
BĄlkov,M,BĄlkova,BĄlkovu,BĄlkov,BĄlkove,BĄlkovu,BĄlkovem
BĄlkovice,f,BĄlkovic,BĄlkovicĄm,BĄlkovice,BĄlkovice,BĄlkovicĄch,BĄlkovicemi
BĄlov,M,BĄlova,BĄlovu,BĄlov,BĄlove,BĄlovu,BĄlovem
BĄlovec,M,BĄlovce,BĄlovci,BĄlovec,BĄlovci,BĄlovci,BĄlovcem
BĄlovice,f,BĄlovic,BĄlovicĄm,BĄlovice,BĄlovice,BĄlovicĄch,BĄlovicemi
BĄlsko,N,BĄlska,BĄlsku,BĄlsko,BĄlsko,BĄlsku,BĄlskem
BĄly K men,M,BĄlho Kamene,BĄlmu Kameni,BĄly K men,BĄly Kamene,BĄlm Kamenu,BĄlym Kamenem
BĄly Kostel,M,BĄlho Kostela,BĄlmu Kostelu,BĄly Kostel,BĄly Kostele,BĄlm Kostele,BĄlym Kostelem
BĄly KrĄz,M,BĄlho KrĄze,BĄlmu KrĄzi,BĄly KrĄz,BĄly KrĄzĄ,BĄlm KrĄzi,BĄlym KrĄzem
BĄly Potok,M,BĄlho Potoka,BĄlmu Potoku,BĄly Potok,BĄly Potoku,BĄlm Potoku,BĄlym Potokem
BĄly Ujezd,M,BĄlho Ujezdu,BĄlmu Ujezdu,BĄly Ujezd,BĄly Ujezde,BĄlm Ujezdu,BĄlym Ujezdem
Birkov,M,Birkova,Birkovu,Birkov,Birkove,Birkovu,Birkovem
Birkovice,f,Birkovic,BirkovicĄm,Birkovice,Birkovice,BirkovicĄch,Birkovicemi
Biskoupky,f,Biskoupek,Biskoupk m,Biskoupky,Biskoupky,Biskoupk ch,Biskoupkami
Biskupice,f,Biskupic,BiskupicĄm,Biskupice,Biskupice,BiskupicĄch,Biskupicemi
BĄtes,F,BĄtese,BĄtesi,BĄtes,BĄtesi,BĄtesi,BĄtesĄ
BĄteska,F,BĄtesky,BĄtesce,BĄtesku,BĄtesko,BĄtesce,BĄteskou
BĄtouchov,M,BĄtouchova,BĄtouchovu,BĄtouchov,BĄtouchove,BĄtouchovu,BĄtouchovem
BĄtouchovice,f,BĄtouchovic,BĄtouchovicĄm,BĄtouchovice,BĄtouchovice,BĄtouchovicĄch,BĄtouchovicemi
BĄtov,M,BĄtova,BĄtovu,BĄtov,BĄtove,BĄtovu,BĄtovem
BĄtovany,f,BĄtovan,BĄtovanum,BĄtovany,BĄtovany,BĄtovanech,BĄtovanami
BĄtovcice,f,BĄtovcic,BĄtovcicĄm,BĄtovcice,BĄtovcice,BĄtovcicĄch,BĄtovcicemi
BĄtovice,f,BĄtovic,BĄtovicĄm,BĄtovice,BĄtovice,BĄtovicĄch,BĄtovicemi
Bitozeves,F,Bitozevsi,Bitozevsi,Bitozeves,Bitozevsi,Bitozevsi,BitozevsĄ
BĄtyska,F,BĄtysky,BĄtysce,BĄtysku,BĄtysko,BĄtysce,BĄtyskou
BĄtyska,F,BĄtysky,BĄtysce,BĄtysku,BĄtysko,BĄtysce,BĄtyskou
BlahovicnĄkov,M,BlahovicnĄkova,BlahovicnĄkovu,BlahovicnĄkov,BlahovicnĄkove,BlahovicnĄkovu,BlahovicnĄkovem
BlahovicnĄkovice,f,BlahovicnĄkovic,BlahovicnĄkovicĄm,BlahovicnĄkovice,BlahovicnĄkovice,BlahovicnĄkovicĄch,BlahovicnĄkovicemi
Blann,N,Blannho,Blannmu,Blann,Blann,Blannm,Blannym
Blansko,N,Blanska,Blansku,Blansko,Blansko,Blansku,Blanskem
Blata,f,Blat,Blatum,Blata,Blata,Blatech,Blaty
Blatce,m,Blatcu,Blatcum,Blatce,Blatce,BlatcĄch,Blatci
Blatec,M,Blatce,Blatci,Blatec,Blatci,Blatci,Blatcem
Blatn ,F,Blatn,Blatn,Blatnou,Blatn ,Blatn,Blatnou
Blatnice,F,Blatnice,Blatnici,Blatnici,Blatnice,Blatnici,BlatnicĄ
Blatnicka,F,Blatnicky,Blatnicce,Blatnicku,Blatnicko,Blatnicce,Blatnickou
Blatno,N,Blatna,Blatnu,Blatno,Blatno,Blatne,Blatnem
Blatnov,M,Blatnova,Blatnovu,Blatnov,Blatnove,Blatnovu,Blatnovem
Blatnovice,f,Blatnovic,BlatnovicĄm,Blatnovice,Blatnovice,BlatnovicĄch,Blatnovicemi
Blato,N,Blata,Blatu,Blato,Blato,Blatu,Blatem
Bl to,N,Bl ta,Bl tu,Bl to,Bl to,Bl tu,Bl tem
Blatov,M,Blatova,Blatovu,Blatov,Blatove,Blatovu,Blatovem
Bl tov,M,Bl tova,Bl tovu,Bl tov,Bl tove,Bl tovu,Bl tovem
Blatovice,f,Blatovic,BlatovicĄm,Blatovice,Blatovice,BlatovicĄch,Blatovicemi
Bl tovice,f,Bl tovic,Bl tovicĄm,Bl tovice,Bl tovice,Bl tovicĄch,Bl tovicemi
Blaviken,M,Blavikenu,Blavikenu,Blaviken,Blavikene,Blavikenu,Blavikenem
Blazice,f,Blazic,BlazicĄm,Blazice,Blazice,BlazicĄch,Blazicemi
Blazejov,M,Blazejova,Blazejovu,Blazejov,Blazejove,Blazejovu,Blazejovem
Blazejovice,f,Blazejovic,BlazejovicĄm,Blazejovice,Blazejovice,BlazejovicĄch,Blazejovicemi
Blazim,F,Blazimi,Blazimi,Blazim,Blazimi,Blazimi,BlazimĄ
Blazkov,M,Blazkova,Blazkovu,Blazkov,Blazkove,Blazkovu,Blazkovem
Blazkovice,f,Blazkovic,BlazkovicĄm,Blazkovice,Blazkovice,BlazkovicĄch,Blazkovicemi
Blazov,M,Blazova,Blazovu,Blazov,Blazove,Blazovu,Blazovem
Blazovice,f,Blazovic,BlazovicĄm,Blazovice,Blazovice,BlazovicĄch,Blazovicemi
