NAZEV,ROD,PAD2,PAD3,PAD4,PAD5,PAD6,PAD7
Koulov,M,Koulova,Koulovu,Koulov,Koulove,Koulovu,Koulovem
Koutov,M,Koutova,Koutovu,Koutov,Koutove,Koutovu,Koutovem
Kovadlina,F,Kovadliny,Kovadline,Kovadlinu,Kovadlino,Kovadline,Kovadlinou
KozĄn,M,KozĄna,KozĄnu,KozĄn,KozĄne,KozĄnu,KozĄnem
Kozlov,M,Kozlova,Kozlovu,Kozlov,Kozlove,Kozlovu,Kozlovem
Kozov,M,Kozova,Kozovu,Kozov,Kozove,Kozovu,Kozovem
Krahujcov,M,Krahujcova,Krahujcovu,Krahujcov,Krahujcove,Krahujcovu,Krahujcovem
KrahulcĄ,N,KrahulcĄho,KrahulcĄmu,HrakulcĄ,KrahulcĄ,KrahulcĄm,KrahulcĄm
Krahulov,M,Krahulova,Krahulovu,Krahulov,Krahulove,Krahulovu,Krahulovem
Krakor,M,Krakoru,Krakoru,Krakor,Krakore,Krakoru,Krakorem
Kr kor,M,Kr koru,Kr koru,Kr kor,Kr kore,Kr koru,Kr korem
Kr korov,M,Kr korova,Kr korovu,Kr korov,Kr korove,Kr korovu,Kr korovem
KrokocĄn,M,KrokocĄna,KrokocĄnu,KrokocĄn,KrokocĄne,KrokocĄnu,KrokocĄnem
Kroucov,M,Kroucova,Kroucovu,Kroucov,Kroucove,Kroucovu,Kroucovem
Krounov,M,Krounova,Krounovu,Krounov,Krounove,Krounovu,Krounovem
Krtov,M,Krtova,Krtovu,Krtov,Krtove,Krtovu,Krtovem
Krucemburk,M,Krucemburku,Krucemburku,Krucemburk,Krucemburku,Krucemburku,Krucemburkem
KrumsĄn,M,KrumsĄna,KrumsĄnu,KrumsĄn,KrumsĄne,KrumsĄnu,KrumsĄnem
Krumsov,M,Krumsova,Krumsovu,Krumsov,Krumsove,Krumsovu,Krumsovem
Krusov,M,Krusova,Krusovu,Krusov,Krusove,Krusovu,Krusovem
Kruzberk,M,Kruzberka,Kruzberku,Kruzberk,Kruzberku,Kruzberku,Kruzberkem
Krychnov,M,Krychnova,Krychnovu,Krychnov,Krychnove,Krychnovu,Krychnovem
Krivokl t,M,Krivokl tu,Krivokl tu,Krivokl t,Krivokl te,Krivokl tu,Krivokl tem
Krivsoudov,M,Krivsoudova,Krivsoudovu,Krivsoudov,Krivsoudove,Krivsoudovu,Krivsoudovem
KulĄkov,M,KulĄkova,KulĄkovu,KulĄkov,KulĄkove,KulĄkovu,KulĄkovem
KytĄn,M,KytĄna,KytĄnu,KytĄn,KytĄne,KytĄnu,KytĄnem
Lacnov,M,Lacnova,Lacnovu,Lacnov,Lacnove,Lacnovu,Lacnovem
Landstejn,M,Landstejna,Landstejnu,Landstejn,Landstejne,Landstejnu,Landstejnem
Lanhost,M,Lanhostu,Lanhostu,Lanhost,Lanhoste,Lanhostu,Lanhostem
Lanov,M,Lanova,Lanovu,Lanov,Lanove,Lanovu,Lanovem
L nov,M,L nova,L novu,L nov,L nove,L novu,L novem
LeknĄnov,M,LeknĄnova,LeknĄnovu,LeknĄnov,LeknĄnove,LeknĄnovu,LeknĄnovem
Letohrad,M,Letohradu,Letohradu,Letohrad,Letohrade,Letohradu,Letohradem
LevĄn,M,LevĄna,LevĄnu,LevĄn,LevĄne,LevĄnu,LevĄnem
Loknstejn,M,Loknstejna,Loknstejnu,Loknstejn,Loknstejne,Loknstejnu,Loknstejnem
LopenĄk,M,LopenĄku,LopenĄku,LopenĄk,LopenĄku,LopenĄku,LopenĄkem
Lopuchov,M,Lopuchova,Lopuchovu,Lopuchov,Lopuchove,Lopuchovu,Lopuchovem
Loucn ,F,Loucn,Loucn,Loucnou,Loucn ,Loucn,Loucnou
LovĄn,M,LovĄna,LovĄnu,LovĄn,LovĄne,LovĄnu,LovĄnem
LstenĄ,N,LstenĄ,LstenĄ,LstenĄ,LstenĄ,LstenĄ,LstenĄm
LubnĄk,M,LubnĄku,LubnĄku,LubnĄk,LubnĄku,LubnĄku,LubnĄkem
N hlov,M,N hlova,N hlovu,N hlov,N hlove,N hlovu,N hlovem
ObrĄn,M,ObrĄna,ObrĄnu,ObrĄn,ObrĄne,ObrĄnu,ObrĄnem
OrlĄk,M,OrlĄku,OrlĄku,OrlĄk,OrlĄku,OrlĄku,OrlĄkem
OrlĄn,M,OrlĄna,OrlĄnu,OrlĄn,OrlĄne,OrlĄnu,OrlĄnem
Ostrograd,M,Ostrogradu,Ostrogradu,Ostrograd,Ostrograde,Ostrogradu,Ostrogradem
OvcĄn,M,OvcĄna,OvcĄnu,OvcĄn,OvcĄne,OvcĄnu,OvcĄnem
P lkov,M,P lkova,P lkovu,P lkov,P lkove,P lkovu,P lkovem
Pevnost,F,Pevnosti,Pevnosti,Pevnost,Pevnosti,Pevnosti,PevnostĄ
Polstejn,M,Polstejna,Polstejnu,Polstejn,Polstejne,Polstejnu,Polstejnem
Poutov,M,Poutova,Poutovu,Poutov,Poutove,Poutovu,Poutovem
PravĄn,M,PravĄna,PravĄnu,PravĄn,PravĄne,PravĄnu,PravĄnem
Rejstejn,M,Rejstejna,Rejstejnu,Rejstejn,Rejstejne,Rejstejnu,Rejstejnem
Roupov,M,Roupova,Roupovu,Roupov,Roupove,Roupovu,Roupovem
RovĄn,M,RovĄna,RovĄnu,RovĄn,RovĄne,RovĄnu,RovĄnem
Rozmberk,M,Rozmberka,Rozmberku,Rozmberk,Rozmberku,Rozmberku,Rozmberkem
RumsĄn,M,RumsĄna,RumsĄnu,RumsĄn,RumsĄne,RumsĄnu,RumsĄnem
Rumsov,M,Rumsova,Rumsovu,Rumsov,Rumsove,Rumsovu,Rumsovem
SadĄn,M,SadĄna,SadĄnu,SadĄn,SadĄne,SadĄnu,SadĄnem
SanĄn,M,SanĄna,SanĄnu,SanĄn,SanĄne,SanĄnu,SanĄnem
SavĄn,M,SavĄna,SavĄnu,SavĄn,SavĄne,SavĄnu,SavĄnem
SnezĄn,M,SnezĄna,SnezĄnu,SnezĄn,SnezĄne,SnezĄnu,SnezĄnem
SneznĄk,M,SneznĄku,SneznĄku,SneznĄk,SneznĄku,SneznĄku,SneznĄkem
SobĄn,M,SobĄna,SobĄnu,SobĄn,SobĄne,SobĄnu,SobĄnem
Soumarov,M,Soumarova,Soumarovu,Soumarov,Soumarove,Soumarovu,Soumarovem
SovĄn,M,SovĄna,SovĄnu,SovĄn,SovĄne,SovĄnu,SovĄnem
Starosedlsky Hr dek,M,Starosedlskho Hr dku,Starosedlskmu Hr dku,Starosedlsky Hr dek,Starosedlsky Hr dku,Starosedlskm Hr dku,Starosedlskym Hr dkem
StĄnov,M,StĄnova,StĄnovu,StĄnov,StĄnove,StĄnovu,StĄnovem
StropesĄn,M,StropesĄna,StropesĄnu,StropesĄn,StropesĄne,StropesĄnu,StropesĄnem
Sanov,M,Sanova,Sanovu,Sanov,Sanove,Sanovu,Sanovem
Sebetov,M,Sebetova,Sebetovu,Sebetov,Sebetove,Sebetovu,Sebetovem
SebĄrov,M,SebĄrova,SebĄrovu,SebĄrov,SebĄrove,SebĄrovu,SebĄrovem
Senov,M,Senova,Senovu,Senov,Senove,Senovu,Senovem
Senstejn,M,Senstejna,Senstejnu,Senstejn,Senstejne,Senstejnu,Senstejnem
Seredov,M,Seredova,Seredovu,Seredov,Seredove,Seredovu,Seredovem
Serkov,M,Serkova,Serkovu,Serkov,Serkove,Serkovu,Serkovem
Stemberk,M,Stemberka,Stemberku,Stemberk,Stemberku,Stemberku,Stemberkem
Sternberk,M,Sternberka,Sternberku,Sternberk,Sternberku,Sternberku,Sternberkem
StirĄn,M,StirĄna,StirĄnu,StirĄn,StirĄne,StirĄnu,StirĄnem
Sumvald,M,Sumvaldu,Sumvaldu,Sumvald,Sumvalde,Sumvaldu,Sumvaldem
Sutrstejn,M,Sutrstejna,Sutrstejnu,Sutrstejn,Sutrstejne,Sutrstejnu,Sutrstejnem
Sv bov,M,Sv bova,Sv bovu,Sv bov,Sv bove,Sv bovu,Sv bovem
Svihov,M,Svihova,Svihovu,Svihov,Svihove,Svihovu,Svihovem
T hlov,M,T hlova,T hlovu,T hlov,T hlove,T hlovu,T hlovem
Tangrob,M,Tangrobu,Tangrobu,Tangrob,Tangrobe,Tangrobu,Tangrobem
Tochov,M,Tochova,Tochovu,Tochov,Tochove,Tochovu,Tochovem
TocnĄk,M,TocnĄku,TocnĄku,TocnĄk,TocnĄku,TocnĄku,TocnĄkem
Tocnov,M,Tocnova,Tocnovu,Tocnov,Tocnove,Tocnovu,Tocnovem
Tolhar,M,Tolharu,Tolharu,Tolhar,Tolhare,Tolharu,Tolharem
TronĄn,M,TronĄna,TronĄnu,TronĄn,TronĄne,TronĄnu,TronĄnem
Troska,F,Trosky,Trosce,Trosku,Trosko,Trosce,Troskou
Trosky,f,Trosek,Trosk m,Trosky,Trosky,Trosk ch,Troskami
TrpĄk,M,TrpĄku,TrpĄku,TrpĄk,TrpĄku,TrpĄku,TrpĄkem
TrpĄn,M,TrpĄna,TrpĄnu,TrpĄn,TrpĄne,TrpĄnu,TrpĄnem
TrebenĄn,M,TrebenĄna,TrebenĄnu,TrebenĄn,TrebenĄne,TrebenĄnu,TrebenĄnem
Urbanov,M,Urbanova,Urbanovu,Urbanov,Urbanove,Urbanovu,Urbanovem
VatĄn,M,VatĄna,VatĄnu,VatĄn,VatĄne,VatĄnu,VatĄnem
Velehrad,M,Velehradu,Velehradu,Velehrad,Velehrade,Velehradu,Velehradem
VenĄn,M,VenĄna,VenĄnu,VenĄn,VenĄne,VenĄnu,VenĄnem
Vikstejn,M,Vikstejna,Vikstejnu,Vikstejn,Vikstejne,Vikstejnu,Vikstejnem
Vlcinec,M,Vlcince,Vlcinci,Vlcinec,Vlcinci,Vlcinci,Vlcincem
Vlctejn,M,Vlctejna,Vlctejnu,Vlctejn,Vlctejne,Vlctejnu,Vlctejnem
Vlkov,M,Vlkova,Vlkovu,Vlkov,Vlkove,Vlkovu,Vlkovem
VozĄn,M,VozĄna,VozĄnu,VozĄn,VozĄne,VozĄnu,VozĄnem
VozĄn,M,VozĄna,VozĄnu,VozĄn,VozĄne,VozĄnu,VozĄnem
Wothanburg,M,Wothanburgu,Wothanburgu,Wothanburg,Wothanburgu,Wothanburgu,Wothanburgem
Zacarovany hrad,M,Zacarovanho hradu,Zacarovanmu hradu,Zacarovany hrad,Zacarovany hrade,Zacarovanm hradu,Zacarovanym hradem
Zadov,M,Zadova,Zadovu,Zadov,Zadove,Zadovu,Zadovem
Z hlov,M,Z hlova,Z hlovu,Z hlov,Z hlove,Z hlovu,Z hlovem
Zaklety hrad,M,Zakletho hradu,Zakletmu hradu,Zaklety hrad,Zaklety hrade,Zakletm hradu,Zakletym hradem
ZlicĄn,M,ZlicĄna,ZlicĄnu,ZlicĄn,ZlicĄne,ZlicĄnu,ZlicĄnem
ZlonĄn,M,ZlonĄna,ZlonĄnu,ZlonĄn,ZlonĄne,ZlonĄnu,ZlonĄnem
Zlukov,M,Zlukova,Zlukovu,Zlukov,Zlukove,Zlukovu,Zlukovem
Zoubov,M,Zoubova,Zoubovu,Zoubov,Zoubove,Zoubovu,Zoubovem
Zounov,M,Zounova,Zounovu,Zounov,Zounove,Zounovu,Zounovem
Ztraceny hrad,M,Ztracenho hradu,Ztracenmu hradu,Ztraceny hrad,Ztraceny hrade,Ztracenm hradu,Ztracenym hradem
Zurkov,M,Zurkova,Zurkovu,Zurkov,Zurkove,Zurkovu,Zurkovem
Zurkov,M,Zurkova,Zurkovu,Zurkov,Zurkove,Zurkovu,Zurkovem
ZvĄkov,M,ZvĄkova,ZvĄkovu,ZvĄkov,ZvĄkove,ZvĄkovu,ZvĄkovem
ZvoncĄn,M,ZvoncĄna,ZvoncĄnu,ZvoncĄn,ZvoncĄne,ZvoncĄnu,ZvoncĄnem
ZvonĄn,M,ZvonĄna,ZvonĄnu,ZvonĄn,ZvonĄne,ZvonĄnu,ZvonĄnem
Zvonkov,M,Zvonkova,Zvonkovu,Zvonkov,Zvonkove,Zvonkovu,Zvonkovem
Zvonov,M,Zvonova,Zvonovu,Zvonov,Zvonove,Zvonovu,Zvonovem
Zelezny pas,M,Zeleznho pasu,Zeleznmu pasu,Zelezny pas,Zelezny pase,Zeleznm pasu,Zeleznym pasem
Zinkov,M,Zinkova,Zinkovu,Zinkov,Zinkove,Zinkovu,Zinkovem
ZĄnkov,M,ZĄnkova,ZĄnkovu,ZĄnkov,ZĄnkove,ZĄnkovu,ZĄnkovem
Zurkov,M,Zurkova,Zurkovu,Zurkov,Zurkove,Zurkovu,Zurkovem
Zurkov,M,Zurkova,Zurkovu,Zurkov,Zurkove,Zurkovu,Zurkovem
